,operator,well_name,latitude,longitude,API.1
500,CONTINENTAL RESOURCES,Atlanta 2-6H (Atlanta 14 Well Eco Pad (2 of 14)),"48°06'33.669""N","103°43'52.907""W",33-105-02731
501,CONTINENTAL RESOURCES,Atlanta 2-6H (Atlanta 14 Well Eco Pad (2 of 14)),"48°06'33.669""N","103°43'52.907""W",33-105-02731
502,CONTINENTAL RESOURCES,Atlanta 2-6H (Atlanta 14 Well Eco Pad (2 of 14)),"48°06'33.669""N","103°43'52.907""W",33-105-02731
503,CONTINENTAL RESOURCES,Atlanta 2-6H (Atlanta 14 Well Eco Pad (2 of 14)),"48°06'33.669""N","103°43'52.907""W",33-105-02731
504,CONTINENTAL RESOURCES,Atlanta 2-6H (Atlanta 14 Well Eco Pad (2 of 14)),"48°06'33.669""N","103°43'52.907""W",33-105-02731
505,CONTINENTAL RESOURCES,Atlanta 2-6H (Atlanta 14 Well Eco Pad (2 of 14)),"48°06'33.669""N","103°43'52.907""W",33-105-02731
506,CONTINENTAL RESOURCES,Atlanta 2-6H (Atlanta 14 Well Eco Pad (2 of 14)),"48°06'33.669""N","103°43'52.907""W",33-105-02731
507,CONTINENTAL RESOURCES,Atlanta 2-6H (Atlanta 14 Well Eco Pad (2 of 14)),"48°06'33.669""N","103°43'52.907""W",33-105-02731
508,CONTINENTAL RESOURCES,Atlanta 2-6H (Atlanta 14 Well Eco Pad (2 of 14)),"48°06'33.669""N","103°43'52.907""W",33-105-02731
509,CONTINENTAL RESOURCES,Atlanta 2-6H (Atlanta 14 Well Eco Pad (2 of 14)),"48°06'33.669""N","103°43'52.907""W",33-105-02731
510,INC.,Atlanta 2-6H (Atlanta 14 Well Eco Pad (2 of 14)),"48°06'33.669""N","103°43'52.907""W",33-105-02731
511,INC.,Atlanta 2-6H (Atlanta 14 Well Eco Pad (2 of 14)),"48°06'33.669""N","103°43'52.907""W",33-105-02731
512,INC.,Atlanta 2-6H (Atlanta 14 Well Eco Pad (2 of 14)),"48°06'33.669""N","103°43'52.907""W",33-105-02731
513,INC.,Atlanta 2-6H (Atlanta 14 Well Eco Pad (2 of 14)),"48°06'33.669""N","103°43'52.907""W",33-105-02731
514,INC.,Atlanta 2-6H (Atlanta 14 Well Eco Pad (2 of 14)),"48°06'33.669""N","103°43'52.907""W",33-105-02731
515,INC.,Atlanta 2-6H (Atlanta 14 Well Eco Pad (2 of 14)),"48°06'33.669""N","103°43'52.907""W",33-105-02731
516,INC.,Atlanta 2-6H (Atlanta 14 Well Eco Pad (2 of 14)),"48°06'33.669""N","103°43'52.907""W",33-105-02731
517,INC.,Atlanta 2-6H (Atlanta 14 Well Eco Pad (2 of 14)),"48°06'33.669""N","103°43'52.907""W",33-105-02731
518,INC.,Atlanta 2-6H (Atlanta 14 Well Eco Pad (2 of 14)),"48°06'33.669""N","103°43'52.907""W",33-105-02731
519,INC.,Atlanta 2-6H (Atlanta 14 Well Eco Pad (2 of 14)),"48°06'33.669""N","103°43'52.907""W",33-105-02731
520,INC.,Atlanta 2-6H (Atlanta 14 Well Eco Pad (2 of 14)),"48°06'33.669""N","103°43'52.907""W",33-105-02731
521,INC.,Atlanta 2-6H (Atlanta 14 Well Eco Pad (2 of 14)),"48°06'33.669""N","103°43'52.907""W",33-105-02731
522,INC.,Atlanta 2-6H (Atlanta 14 Well Eco Pad (2 of 14)),"48°06'33.669""N","103°43'52.907""W",33-105-02731
523,INC.,Atlanta 2-6H (Atlanta 14 Well Eco Pad (2 of 14)),"48°06'33.669""N","103°43'52.907""W",33-105-02731
524,INC.,Atlanta 2-6H (Atlanta 14 Well Eco Pad (2 of 14)),"48°06'33.669""N","103°43'52.907""W",33-105-02731
525,INC.,Atlanta 2-6H (Atlanta 14 Well Eco Pad (2 of 14)),"48°06'33.669""N","103°43'52.907""W",33-105-02731
526,OASIS PETROLEUM NORTH AMERICA LLC,Bray 5301 43-12H,"48°04'59.95""N","03°37'13.86""W",33-053-03936
527,OASIS PETROLEUM NORTH AMERICA LLC,Bray 5301 43-12H,"48°04'59.95""N","03°37'13.86""W",33-053-03937
528,OASIS PETROLEUM NORTH AMERICA LLC,Bray 5301 43-12H,"48°04'59.95""N","03°37'13.86""W",33-053-04981
529,OASIS PETROLEUM NORTH AMERICA LLC,Bray 5301 43-12H,"48°04'59.95""N","03°37'13.86""W",33-053-04071
530,OASIS PETROLEUM NORTH AMERICA LLC,Bray 5301 43-12H,"48°04'59.95""N","03°37'13.86""W",33-053-03609
531,OASIS PETROLEUM NORTH AMERICA LLC,Bray 5301 43-12H,"48°04'59.95""N","03°37'13.86""W",33-053-03911
532,OASIS PETROLEUM NORTH AMERICA LLC,Bray 5301 43-12H,"48°04'59.95""N","03°37'13.86""W",33-053-03912
533,OASIS PETROLEUM NORTH AMERICA LLC,Bray 5301 43-12H,"48°04'59.95""N","03°37'13.86""W",33-053-03936
534,OASIS PETROLEUM NORTH AMERICA LLC,Bray 5301 43-12H,"48°04'59.95""N","03°37'13.86""W",33-053-03937
535,OASIS PETROLEUM NORTH AMERICA LLC,Bray 5301 43-12H,"48°04'59.95""N","03°37'13.86""W",33-053-04981
536,OASIS PETROLEUM NORTH AMERICA LLC,Bray 5301 43-12H,"48°04'59.95""N","03°37'13.86""W",33-053-04071
537,OASIS PETROLEUM NORTH AMERICA LLC,Bray 5301 43-12H,"48°04'59.95""N","03°37'13.86""W",33-053-03609
538,OASIS PETROLEUM NORTH AMERICA LLC,Bray 5301 43-12H,"48°04'59.95""N","03°37'13.86""W",33-053-03911
539,OASIS PETROLEUM NORTH AMERICA LLC,Bray 5301 43-12H,"48°04'59.95""N","03°37'13.86""W",33-053-03912
540,CONTINENTAL RESOURCES,Atlanta 11-6H,"48°06'33.650""N","103°43'41.047""W",33-105-02722
541,CONTINENTAL RESOURCES,Atlanta 11-6H,"48°06'33.650""N","103°43'41.047""W",33-105-02722
542,CONTINENTAL RESOURCES,Atlanta 11-6H,"48°06'33.650""N","103°43'41.047""W",33-105-02722
543,CONTINENTAL RESOURCES,Atlanta 11-6H,"48°06'33.650""N","103°43'41.047""W",33-105-02722
544,CONTINENTAL RESOURCES,Atlanta 11-6H,"48°06'33.650""N","103°43'41.047""W",33-105-02722
545,CONTINENTAL RESOURCES,Atlanta 11-6H,"48°06'33.650""N","103°43'41.047""W",33-105-02722
546,CONTINENTAL RESOURCES,Atlanta 11-6H,"48°06'33.650""N","103°43'41.047""W",33-105-02722
547,CONTINENTAL RESOURCES,Atlanta 11-6H,"48°06'33.650""N","103°43'41.047""W",33-105-02722
548,CONTINENTAL RESOURCES,Atlanta 11-6H,"48°06'33.650""N","103°43'41.047""W",33-105-02722
549,CONTINENTAL RESOURCES,Atlanta 11-6H,"48°06'33.650""N","103°43'41.047""W",33-105-02722
550,CONTINENTAL RESOURCES,Atlanta 11-6H,"48°06'33.650""N","103°43'41.047""W",33-105-02722
551,CONTINENTAL RESOURCES,Atlanta 11-6H,"48°06'33.650""N","103°43'41.047""W",33-105-02722
552,CONTINENTAL RESOURCES,Atlanta 11-6H,"48°06'33.650""N","103°43'41.047""W",33-105-02722
553,CONTINENTAL RESOURCES,Atlanta 11-6H,"48°06'33.650""N","103°43'41.047""W",33-105-02722
554,CONTINENTAL RESOURCES,Atlanta 11-6H,"48°06'33.650""N","103°43'41.047""W",33-105-02722
555,CONTINENTAL RESOURCES,Atlanta 11-6H,"48°06'33.650""N","103°43'41.047""W",33-105-02722
556,INC.,Atlanta 11-6H,"48°06'33.650""N","103°43'41.047""W",33-105-02722
557,INC.,Atlanta 11-6H,"48°06'33.650""N","103°43'41.047""W",33-105-02722
558,INC.,Atlanta 11-6H,"48°06'33.650""N","103°43'41.047""W",33-105-02722
559,INC.,Atlanta 11-6H,"48°06'33.650""N","103°43'41.047""W",33-105-02722
560,INC.,Atlanta 11-6H,"48°06'33.650""N","103°43'41.047""W",33-105-02722
561,INC.,Atlanta 11-6H,"48°06'33.650""N","103°43'41.047""W",33-105-02722
562,INC.,Atlanta 11-6H,"48°06'33.650""N","103°43'41.047""W",33-105-02722
563,INC.,Atlanta 11-6H,"48°06'33.650""N","103°43'41.047""W",33-105-02722
564,INC.,Atlanta 11-6H,"48°06'33.650""N","103°43'41.047""W",33-105-02722
565,INC.,Atlanta 11-6H,"48°06'33.650""N","103°43'41.047""W",33-105-02722
566,INC.,Atlanta 11-6H,"48°06'33.650""N","103°43'41.047""W",33-105-02722
567,INC.,Atlanta 11-6H,"48°06'33.650""N","103°43'41.047""W",33-105-02722
568,INC.,Atlanta 11-6H,"48°06'33.650""N","103°43'41.047""W",33-105-02722
569,INC.,Atlanta 11-6H,"48°06'33.650""N","103°43'41.047""W",33-105-02722
570,INC.,Atlanta 11-6H,"48°06'33.650""N","103°43'41.047""W",33-105-02722
571,INC.,Atlanta 11-6H,"48°06'33.650""N","103°43'41.047""W",33-105-02722
572,CONTINENTAL RESOURCES,Atlanta 4-6H (Atlanta 14 Well Eco Pad),"48°06'33.667""N","103°43'51.581""W",33-105-02729
573,CONTINENTAL RESOURCES,Atlanta 4-6H (Atlanta 14 Well Eco Pad),"48°06'33.667""N","103°43'51.581""W",33-105-02729
574,CONTINENTAL RESOURCES,Atlanta 4-6H (Atlanta 14 Well Eco Pad),"48°06'33.667""N","103°43'51.581""W",33-105-02729
575,CONTINENTAL RESOURCES,Atlanta 4-6H (Atlanta 14 Well Eco Pad),"48°06'33.667""N","103°43'51.581""W",33-105-02729
576,CONTINENTAL RESOURCES,Atlanta 4-6H (Atlanta 14 Well Eco Pad),"48°06'33.667""N","103°43'56.960""W",33-105-02729
577,CONTINENTAL RESOURCES,Atlanta 4-6H (Atlanta 14 Well Eco Pad),"48°06'33.667""N","103°43'51.581""W",33-105-02729
578,CONTINENTAL RESOURCES,Atlanta 4-6H (Atlanta 14 Well Eco Pad),"48°06'33.667""N","103°43'51.581""W",33-105-02729
579,CONTINENTAL RESOURCES,Atlanta 4-6H (Atlanta 14 Well Eco Pad),"48°06'33.667""N","103°43'51.581""W",33-105-02729
580,CONTINENTAL RESOURCES,Atlanta 4-6H (Atlanta 14 Well Eco Pad),"48°06'33.667""N","103°43'51.581""W",33-105-02729
581,CONTINENTAL RESOURCES,Atlanta 4-6H (Atlanta 14 Well Eco Pad),"48°06'33.667""N","103°43'51.581""W",33-105-02729
582,CONTINENTAL RESOURCES,Atlanta 4-6H (Atlanta 14 Well Eco Pad),"48°06'33.667""N","103°43'51.581""W",33-105-02729
583,CONTINENTAL RESOURCES,Atlanta 4-6H (Atlanta 14 Well Eco Pad),"48°06'33.667""N","103°43'56.960""W",33-105-02729
584,CONTINENTAL RESOURCES,Atlanta 4-6H (Atlanta 14 Well Eco Pad),"48°06'33.667""N","103°43'51.581""W",33-105-02729
585,CONTINENTAL RESOURCES,Atlanta 4-6H (Atlanta 14 Well Eco Pad),"48°06'33.667""N","103°43'51.581""W",33-105-02729
586,CONTINENTAL RESOURCES,Atlanta 4-6H (Atlanta 14 Well Eco Pad),"48°06'33.667""N","103°43'51.581""W",33-105-02729
587,CONTINENTAL RESOURCES,Atlanta 4-6H (Atlanta 14 Well Eco Pad),"48°06'33.667""N","103°43'51.581""W",33-105-02729
588,CONTINENTAL RESOURCES,Atlanta 4-6H (Atlanta 14 Well Eco Pad),"48°06'33.667""N","103°43'51.581""W",33-105-02729
589,CONTINENTAL RESOURCES,Atlanta 4-6H (Atlanta 14 Well Eco Pad),"48°06'33.667""N","103°43'51.581""W",33-105-02729
590,CONTINENTAL RESOURCES,Atlanta 4-6H (Atlanta 14 Well Eco Pad),"48°06'33.667""N","103°43'56.960""W",33-105-02729
591,CONTINENTAL RESOURCES,Atlanta 4-6H (Atlanta 14 Well Eco Pad),"48°06'33.667""N","103°43'51.581""W",33-105-02729
592,CONTINENTAL RESOURCES,Atlanta 4-6H (Atlanta 14 Well Eco Pad),"48°06'33.667""N","103°43'51.581""W",33-105-02729
593,CONTINENTAL RESOURCES,Atlanta 4-6H (Atlanta 14 Well Eco Pad),"48°06'33.667""N","103°43'51.581""W",33-105-02729
594,CONTINENTAL RESOURCES,Atlanta 4-6H (Atlanta 14 Well Eco Pad),"48°06'33.667""N","103°43'51.581""W",33-105-02729
595,CONTINENTAL RESOURCES,Atlanta 4-6H (Atlanta 14 Well Eco Pad),"48°06'33.667""N","103°43'51.581""W",33-105-02729
596,CONTINENTAL RESOURCES,Atlanta 4-6H (Atlanta 14 Well Eco Pad),"48°06'33.667""N","103°43'51.581""W",33-105-02729
597,CONTINENTAL RESOURCES,Atlanta 4-6H (Atlanta 14 Well Eco Pad),"48°06'33.667""N","103°43'56.960""W",33-105-02729
598,CONTINENTAL RESOURCES,Atlanta 4-6H (Atlanta 14 Well Eco Pad),"48°06'33.667""N","103°43'51.581""W",33-105-02729
599,CONTINENTAL RESOURCES,Atlanta 4-6H (Atlanta 14 Well Eco Pad),"48°06'33.667""N","103°43'51.581""W",33-105-02729
600,CONTINENTAL RESOURCES,Atlanta 4-6H (Atlanta 14 Well Eco Pad),"48°06'33.379""N","103°43'51.581""W",33-105-02729
601,CONTINENTAL RESOURCES,Atlanta 4-6H (Atlanta 14 Well Eco Pad),"48°06'33.379""N","103°43'51.581""W",33-105-02729
602,CONTINENTAL RESOURCES,Atlanta 4-6H (Atlanta 14 Well Eco Pad),"48°06'33.379""N","103°43'51.581""W",33-105-02729
603,CONTINENTAL RESOURCES,Atlanta 4-6H (Atlanta 14 Well Eco Pad),"48°06'33.379""N","103°43'51.581""W",33-105-02729
604,CONTINENTAL RESOURCES,Atlanta 4-6H (Atlanta 14 Well Eco Pad),"48°06'33.379""N","103°43'56.960""W",33-105-02729
605,CONTINENTAL RESOURCES,Atlanta 4-6H (Atlanta 14 Well Eco Pad),"48°06'33.379""N","103°43'51.581""W",33-105-02729
606,CONTINENTAL RESOURCES,Atlanta 4-6H (Atlanta 14 Well Eco Pad),"48°06'33.379""N","103°43'51.581""W",33-105-02729
607,CONTINENTAL RESOURCES,Atlanta 4-6H (Atlanta 14 Well Eco Pad),"48°06'33.667""N","103°43'51.581""W",33-105-02729
608,CONTINENTAL RESOURCES,Atlanta 4-6H (Atlanta 14 Well Eco Pad),"48°06'33.667""N","103°43'51.581""W",33-105-02729
609,CONTINENTAL RESOURCES,Atlanta 4-6H (Atlanta 14 Well Eco Pad),"48°06'33.667""N","103°43'51.581""W",33-105-02729
610,CONTINENTAL RESOURCES,Atlanta 4-6H (Atlanta 14 Well Eco Pad),"48°06'33.667""N","103°43'51.581""W",33-105-02729
611,CONTINENTAL RESOURCES,Atlanta 4-6H (Atlanta 14 Well Eco Pad),"48°06'33.667""N","103°43'56.960""W",33-105-02729
612,CONTINENTAL RESOURCES,Atlanta 4-6H (Atlanta 14 Well Eco Pad),"48°06'33.667""N","103°43'51.581""W",33-105-02729
613,CONTINENTAL RESOURCES,Atlanta 4-6H (Atlanta 14 Well Eco Pad),"48°06'33.667""N","103°43'51.581""W",33-105-02729
614,CONTINENTAL RESOURCES,Atlanta 4-6H (Atlanta 14 Well Eco Pad),"48°06'33.667""N","103°43'51.581""W",33-105-02729
615,CONTINENTAL RESOURCES,Atlanta 4-6H (Atlanta 14 Well Eco Pad),"48°06'33.667""N","103°43'51.581""W",33-105-02729
616,CONTINENTAL RESOURCES,Atlanta 4-6H (Atlanta 14 Well Eco Pad),"48°06'33.667""N","103°43'51.581""W",33-105-02729
617,CONTINENTAL RESOURCES,Atlanta 4-6H (Atlanta 14 Well Eco Pad),"48°06'33.667""N","103°43'51.581""W",33-105-02729
618,CONTINENTAL RESOURCES,Atlanta 4-6H (Atlanta 14 Well Eco Pad),"48°06'33.667""N","103°43'56.960""W",33-105-02729
619,CONTINENTAL RESOURCES,Atlanta 4-6H (Atlanta 14 Well Eco Pad),"48°06'33.667""N","103°43'51.581""W",33-105-02729
620,CONTINENTAL RESOURCES,Atlanta 4-6H (Atlanta 14 Well Eco Pad),"48°06'33.667""N","103°43'51.581""W",33-105-02729
621,INC.,Atlanta 4-6H (Atlanta 14 Well Eco Pad),"48°06'33.667""N","103°43'51.581""W",33-105-02729
622,INC.,Atlanta 4-6H (Atlanta 14 Well Eco Pad),"48°06'33.667""N","103°43'51.581""W",33-105-02729
623,INC.,Atlanta 4-6H (Atlanta 14 Well Eco Pad),"48°06'33.667""N","103°43'51.581""W",33-105-02729
624,INC.,Atlanta 4-6H (Atlanta 14 Well Eco Pad),"48°06'33.667""N","103°43'51.581""W",33-105-02729
625,INC.,Atlanta 4-6H (Atlanta 14 Well Eco Pad),"48°06'33.667""N","103°43'56.960""W",33-105-02729
626,INC.,Atlanta 4-6H (Atlanta 14 Well Eco Pad),"48°06'33.667""N","103°43'51.581""W",33-105-02729
627,INC.,Atlanta 4-6H (Atlanta 14 Well Eco Pad),"48°06'33.667""N","103°43'51.581""W",33-105-02729
628,INC.,Atlanta 4-6H (Atlanta 14 Well Eco Pad),"48°06'33.667""N","103°43'51.581""W",33-105-02729
629,INC.,Atlanta 4-6H (Atlanta 14 Well Eco Pad),"48°06'33.667""N","103°43'51.581""W",33-105-02729
630,INC.,Atlanta 4-6H (Atlanta 14 Well Eco Pad),"48°06'33.667""N","103°43'51.581""W",33-105-02729
631,INC.,Atlanta 4-6H (Atlanta 14 Well Eco Pad),"48°06'33.667""N","103°43'51.581""W",33-105-02729
632,INC.,Atlanta 4-6H (Atlanta 14 Well Eco Pad),"48°06'33.667""N","103°43'56.960""W",33-105-02729
633,INC.,Atlanta 4-6H (Atlanta 14 Well Eco Pad),"48°06'33.667""N","103°43'51.581""W",33-105-02729
634,INC.,Atlanta 4-6H (Atlanta 14 Well Eco Pad),"48°06'33.667""N","103°43'51.581""W",33-105-02729
635,INC.,Atlanta 4-6H (Atlanta 14 Well Eco Pad),"48°06'33.667""N","103°43'51.581""W",33-105-02729
636,INC.,Atlanta 4-6H (Atlanta 14 Well Eco Pad),"48°06'33.667""N","103°43'51.581""W",33-105-02729
637,INC.,Atlanta 4-6H (Atlanta 14 Well Eco Pad),"48°06'33.667""N","103°43'51.581""W",33-105-02729
638,INC.,Atlanta 4-6H (Atlanta 14 Well Eco Pad),"48°06'33.667""N","103°43'51.581""W",33-105-02729
639,INC.,Atlanta 4-6H (Atlanta 14 Well Eco Pad),"48°06'33.667""N","103°43'56.960""W",33-105-02729
640,INC.,Atlanta 4-6H (Atlanta 14 Well Eco Pad),"48°06'33.667""N","103°43'51.581""W",33-105-02729
641,INC.,Atlanta 4-6H (Atlanta 14 Well Eco Pad),"48°06'33.667""N","103°43'51.581""W",33-105-02729
642,INC.,Atlanta 4-6H (Atlanta 14 Well Eco Pad),"48°06'33.667""N","103°43'51.581""W",33-105-02729
643,INC.,Atlanta 4-6H (Atlanta 14 Well Eco Pad),"48°06'33.667""N","103°43'51.581""W",33-105-02729
644,INC.,Atlanta 4-6H (Atlanta 14 Well Eco Pad),"48°06'33.667""N","103°43'51.581""W",33-105-02729
645,INC.,Atlanta 4-6H (Atlanta 14 Well Eco Pad),"48°06'33.667""N","103°43'51.581""W",33-105-02729
646,INC.,Atlanta 4-6H (Atlanta 14 Well Eco Pad),"48°06'33.667""N","103°43'56.960""W",33-105-02729
647,INC.,Atlanta 4-6H (Atlanta 14 Well Eco Pad),"48°06'33.667""N","103°43'51.581""W",33-105-02729
648,INC.,Atlanta 4-6H (Atlanta 14 Well Eco Pad),"48°06'33.667""N","103°43'51.581""W",33-105-02729
649,INC.,Atlanta 4-6H (Atlanta 14 Well Eco Pad),"48°06'33.379""N","103°43'51.581""W",33-105-02729
650,INC.,Atlanta 4-6H (Atlanta 14 Well Eco Pad),"48°06'33.379""N","103°43'51.581""W",33-105-02729
651,INC.,Atlanta 4-6H (Atlanta 14 Well Eco Pad),"48°06'33.379""N","103°43'51.581""W",33-105-02729
652,INC.,Atlanta 4-6H (Atlanta 14 Well Eco Pad),"48°06'33.379""N","103°43'51.581""W",33-105-02729
653,INC.,Atlanta 4-6H (Atlanta 14 Well Eco Pad),"48°06'33.379""N","103°43'56.960""W",33-105-02729
654,INC.,Atlanta 4-6H (Atlanta 14 Well Eco Pad),"48°06'33.379""N","103°43'51.581""W",33-105-02729
655,INC.,Atlanta 4-6H (Atlanta 14 Well Eco Pad),"48°06'33.379""N","103°43'51.581""W",33-105-02729
656,INC.,Atlanta 4-6H (Atlanta 14 Well Eco Pad),"48°06'33.667""N","103°43'51.581""W",33-105-02729
657,INC.,Atlanta 4-6H (Atlanta 14 Well Eco Pad),"48°06'33.667""N","103°43'51.581""W",33-105-02729
658,INC.,Atlanta 4-6H (Atlanta 14 Well Eco Pad),"48°06'33.667""N","103°43'51.581""W",33-105-02729
659,INC.,Atlanta 4-6H (Atlanta 14 Well Eco Pad),"48°06'33.667""N","103°43'51.581""W",33-105-02729
660,INC.,Atlanta 4-6H (Atlanta 14 Well Eco Pad),"48°06'33.667""N","103°43'56.960""W",33-105-02729
661,INC.,Atlanta 4-6H (Atlanta 14 Well Eco Pad),"48°06'33.667""N","103°43'51.581""W",33-105-02729
662,INC.,Atlanta 4-6H (Atlanta 14 Well Eco Pad),"48°06'33.667""N","103°43'51.581""W",33-105-02729
663,INC.,Atlanta 4-6H (Atlanta 14 Well Eco Pad),"48°06'33.667""N","103°43'51.581""W",33-105-02729
664,INC.,Atlanta 4-6H (Atlanta 14 Well Eco Pad),"48°06'33.667""N","103°43'51.581""W",33-105-02729
665,INC.,Atlanta 4-6H (Atlanta 14 Well Eco Pad),"48°06'33.667""N","103°43'51.581""W",33-105-02729
666,INC.,Atlanta 4-6H (Atlanta 14 Well Eco Pad),"48°06'33.667""N","103°43'51.581""W",33-105-02729
667,INC.,Atlanta 4-6H (Atlanta 14 Well Eco Pad),"48°06'33.667""N","103°43'56.960""W",33-105-02729
668,INC.,Atlanta 4-6H (Atlanta 14 Well Eco Pad),"48°06'33.667""N","103°43'51.581""W",33-105-02729
669,INC.,Atlanta 4-6H (Atlanta 14 Well Eco Pad),"48°06'33.667""N","103°43'51.581""W",33-105-02729
